"COUNTY_NAME","ENTITY_CD","ENTITY_NAME","DISTRICT_NAME","PROF_LEVEL","PER_FREE_LUNCH","PER_REDUCED_LUNCH","PER_LEP","PER_AM_IND","PER_BLACK","PER_HISP","PER_ASIAN","PER_WHITE","PER_Multi","PER_SWD","PER_FEMALE","PER_ECDIS","PER_SUSPENSIONS","MEAN_CLASS_SIZE","MEAN_ENROLL","PER_NOT_HQ","STUD_TEACH_RATIO","PER_HS_DEGREE","MEAN_INC","EXP_PER_ST","MEAN_TEACH_SCORE","CHARTER","VIOL_CRIME_PER_CITIZEN","PROP_CRIME_PER_CITIZEN","TOTAL_DIST_POP"
"BRONX","321200010196","PS 196","NEW YORK CITY GEOGRAPHIC DISTRICT #12","Not Proficient",78.333,1,26.667,3.333,17.667,77,1,1,0,18.333,49.333,79.333,0,29,763.333,2.333,13.963,26.155,171048.109,34074053.712,78.632,0,0.00911660408481436,0.0160715764710795,8461961
"ALBANY","010500010005","ABRAM LANSING SCHOOL","COHOES CITY SCHOOL DISTRICT","Not Proficient",67.333,5,0.667,0.333,8.667,7.667,0.667,76.333,6.333,9.667,45,76.667,0.667,19.667,292.333,0,10.318,29.447,146454.938,126468.643,94.583,0,0.00344732389059765,0.0256382940716033,16411
"BRONX","320900010568","YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX","NEW YORK CITY GEOGRAPHIC DISTRICT # 9","Not Proficient",83,7.333,5,1,36.333,61,1,0.667,0.333,17.333,100,90.333,0.333,21,260,14.333,12.381,30.485,251166.657,100037926.923,87.333,0,0.00911660408481436,0.0160715764710795,8461961
"BROOME","031501060014","ANN G MCGUINNESS ELEMENTAR SCHOOL","UNION-ENDICOTT CENTRAL SCHOOL DISTRICT","Not Proficient",43.667,5,0,0,2.667,4,1,84.667,7.667,10.333,51.667,50.667,1.667,20.667,328,0,12.148,31.521,121874.033,223545.732,95.094,0,0.00300636839412101,0.0278679305505596,30571
"WESTCHESTER","661401030002","CLAREMONT SCHOOL","OSSINING UNION FREE SCHOOL DISTRICT","Not Proficient",43.667,11,11.667,0,9.667,58.333,5.667,23,3.333,12,48,59,0.667,23.333,730.667,0,15.77,20.134,171006.648,171539.234,94.379,0,0.00217533730418714,0.0107248132278337,34768
"WESTCHESTER","662200010002","GEORGE WASHINGTON SCHOOL","WHITE PLAINS CITY SCHOOL DISTRICT","Not Proficient",44.333,5.667,21.333,0,12.333,61,3.667,21,2.333,12.333,50.333,60.667,1,25,574.333,0,11.883,19.201,87960.811,346149.158,90.436,0,0.00217533730418714,0.0107248132278337,57925
"BRONX","320900010004","PS/MS 4 CROTONA PARK WEST","NEW YORK CITY GEOGRAPHIC DISTRICT # 9","Not Proficient",92.667,4,11.333,0.667,52.667,45,0.333,1,0.333,23.333,48,96.667,1.667,26.489,477,9,11.008,24.926,113440.971,54528010.482,78.289,0,0.00911660408481436,0.0160715764710795,8461961
"KINGS","332200010255","PS 255 BARBARA REING SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT #22","Not Proficient",68.667,7.333,17.333,0.667,3,11.667,24,60.333,1,19.333,47,76,0,27.667,705,3.667,10.959,21.08,106660.122,36893419.858,85.611,0,0.00627668927886969,0.014459509017006,8461961
"KINGS","332200010152","SCHOOL OF SCIENCE AND TECHNOLOGY","NEW YORK CITY GEOGRAPHIC DISTRICT #22","Not Proficient",69,1,12.667,1,67.333,22.333,5.333,3.667,0.667,18.333,49,70,0,28.333,721.333,0.667,13.61,28.451,192419.088,36058032.81,93.838,0,0.00627668927886969,0.014459509017006,8461961
"WESTCHESTER","662300010057","THOMAS CORNELL ACADEMY","YONKERS CITY SCHOOL DISTRICT","Not Proficient",78.667,3,25,0,22,63.333,5.333,7.333,1.667,12,45.667,83,16.333,22.667,250.667,0,14.462,15.865,143710.412,2288457.447,89.1,0,0.00217533730418714,0.0107248132278337,199725
"ALBANY","010802060001","ALTAMONT ELEMENTARY SCHOOL","GUILDERLAND CENTRAL SCHOOL DISTRICT","Not Proficient",25.333,2.667,0.667,0,1,5.333,2.667,87,3.333,15.667,47.667,30,1,20.333,232.667,0,9.562,24.155,144270.937,379027.221,90.72,0,0.00344732389059765,0.0256382940716033,36678
"KINGS","332300010363","BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT #23","Not Proficient",95.333,1.333,11,1.667,67.667,29,0.667,1.333,0,28.667,57.667,96.333,6,29,120.667,29.333,9.784,26.608,172000.271,215551334.254,78.25,0,0.00627668927886969,0.014459509017006,8461961
"BRONX","321100860956","EQUALITY CHARTER SCHOOL",NA,"Not Proficient",64,10.667,3,0.333,75,21.667,0.667,1.333,0.667,22.333,49.667,79.333,15,29.25,345,2,11.897,14.915,158483.421,60315.942,91.553,1,0.00911660408481436,0.0160715764710795,298924.489657702
